Name;Sex;Age_year;Height_cm;Weight_lbs;Country;Sport;Event;Medal
Sophie Diana Schmidt;F;28;172;156,528206;Canada;Football;Football Women's Football;Bronze
Allison Rodgers Schmitt;F;26;185;165,3466965;United States;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;Silver
Allison Rodgers Schmitt;F;26;185;165,3466965;United States;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Gold
Dorothee Schneider (-Krumhoff);F;47;169;138,8912251;Germany;Equestrianism;Equestrianism Mixed Dressage, Team;Gold
Henri Schoeman;M;24;170;130,0727346;South Africa;Triathlon;Triathlon Men's Olympic Distance;Bronze
"Jonathan Michael ""Jon"" Schofield";M;31;182;176,3698096;Great Britain;Canoeing;Canoeing Men's Kayak Doubles, 200 metres;Silver
Lauritz Schoof;M;25;195;216,0530168;Germany;Rowing;Rowing Men's Quadruple Sculls;Gold
Joseph Isaac Schooling;M;21;184;163,1420739;Singapore;Swimming;Swimming Men's 100 metres Butterfly;Gold
Olivia Alma Charlotta Schough;F;25;172;132,2773572;Sweden;Football;Football Women's Football;Silver
Anne Schrder;F;21;170;127,868112;Germany;Hockey;Hockey Women's Hockey;Bronze
Almuth Schult;F;25;180;156,528206;Germany;Football;Football Women's Football;Gold
Karl Schulze;M;28;190;220,462262;Germany;Rowing;Rowing Men's Quadruple Sculls;Gold
Simon Schrch;M;25;186;165,3466965;Switzerland;Rowing;Rowing Men's Lightweight Coxless Fours;Gold
Nino Schurter;M;30;173;149,9143382;Switzerland;Cycling;Cycling Men's Mountainbike, Cross-Country;Gold
Lisa Schtze;F;19;172;134,4819798;Germany;Hockey;Hockey Women's Hockey;Bronze
Callum Scotson;M;19;184;169,7559417;Australia;Cycling;Cycling Men's Team Pursuit, 4,000 metres;Silver
Desiree Rose Marie Scott;F;29;160;136,6866024;Canada;Football;Football Women's Football;Bronze
Duncan William MacNaughton Scott;M;19;190;158,7328286;Great Britain;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Silver
Duncan William MacNaughton Scott;M;19;190;158,7328286;Great Britain;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Silver
Giles Lyndon Scott;M;29;197;209,4391489;Great Britain;Sailing;Sailing Men's One Person Heavyweight Dinghy;Gold
"Stephen ""Steve"" Scott";M;31;172;185,1883001;Great Britain;Shooting;Shooting Men's Double Trap;Bronze
Rebecca Scown;F;32;178;154,3235834;New Zealand;Rowing;Rowing Women's Coxless Pairs;Silver
Anna Sergeyevna Sedoykina;F;32;184;163,1420739;Russia;Handball;Handball Women's Handball;Gold
Emily Jane Seebohm;F;24;180;154,3235834;Australia;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Silver
Sara Caroline Seger;F;31;176;136,6866024;Sweden;Football;Football Women's Football;Silver
Melissa Seidemann;F;26;183;229,2807525;United States;Water Polo;Water Polo Women's Water Polo;Gold
Davie Selke;M;21;192;180,7790548;Germany;Football;Football Men's Football;Silver
Linda Birgitta Sembrant;F;29;175;147,7097155;Sweden;Football;Football Women's Football;Silver
Mokgadi Caster Semenya;F;25;178;154,3235834;South Africa;Athletics;Athletics Women's 800 metres;Gold
Sergey Viktorovich Semyonov;M;20;187;286,6009406;Russia;Wrestling;Wrestling Men's Super-Heavyweight, Greco-Roman;Bronze
Anna Sergeyevna Sen;F;25;186;178,5744322;Russia;Handball;Handball Women's Handball;Gold
Seabelo Mohanoe Senatla;M;23;177;180,7790548;South Africa;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Bronze
Anelo etka;M;30;186;191,8021679;Croatia;Water Polo;Water Polo Men's Water Polo;Silver
Daiya Seto;M;22;174;158,7328286;Japan;Swimming;Swimming Men's 400 metres Individual Medley;Bronze
Torul sgrov;M;23;170;143,3004703;Azerbaijan;Wrestling;Wrestling Men's Welterweight, Freestyle;Silver
Dariga Shakimova;F;27;172;165,3466965;Kazakhstan;Boxing;Boxing Women's Middleweight;Bronze
Xiaona Shan;F;33;165;119,0496215;Germany;Table Tennis;Table Tennis Women's Team;Silver
Shang Chunsong;F;20;143;74,95716908;China;Gymnastics;Gymnastics Women's Team All-Around;Bronze
Lasha Shavdatuashvili;M;24;170;165,3466965;Georgia;Judo;Judo Men's Lightweight;Bronze
Abdullahi Shehu;M;23;170;158,7328286;Nigeria;Football;Football Men's Football;Bronze
Shi Jinglin;F;23;175;149,9143382;China;Swimming;Swimming Women's 200 metres Breaststroke;Bronze
Shi Tingmao;F;24;159;114,6403762;China;Diving;Diving Women's Springboard;Gold
Shi Tingmao;F;24;159;114,6403762;China;Diving;Diving Women's Synchronized Springboard;Gold
Shi Zhiyong;M;22;168;154,3235834;China;Weightlifting;Weightlifting Men's Lightweight;Gold
Claressa Maria Shields;F;21;175;165,3466965;United States;Boxing;Boxing Women's Middleweight;Gold
"Thomas Allen ""Tom"" Shields";M;25;193;189,5975453;United States;Swimming;Swimming Men's 4 x 100 metres Medley Relay;Gold
Shin Seung-Chan;F;21;173;154,3235834;South Korea-1;Badminton;Badminton Women's Doubles;Bronze
Kenzo Shirai;M;19;162;112,4357536;Japan;Gymnastics;Gymnastics Men's Team All-Around;Gold
Kenzo Shirai;M;19;162;112,4357536;Japan;Gymnastics;Gymnastics Men's Horse Vault;Bronze
Alla Anatolyevna Shishkina;F;27;170;119,0496215;Russia;Synchronized Swimming;Synchronized Swimming Women's Team;Gold
Darya Mikhaylovna Shmelyova;F;21;164;141,0958477;Russia;Cycling;Cycling Women's Team Sprint;Silver
Erik Thomas Shoji;M;26;183;160,9374513;United States;Volleyball;Volleyball Men's Volleyball;Bronze
Kawika Shoji;M;28;191;194,0067906;United States;Volleyball;Volleyball Men's Volleyball;Bronze
Ilya Anatolyevich Shtokalov;M;29;185;209,4391489;Russia;Canoeing;Canoeing Men's Canadian Singles, 1,000 metres;Bronze
Mariya Vladimirovna Shurochkina;F;21;164;105,8218858;Russia;Synchronized Swimming;Synchronized Swimming Women's Team;Gold
Lyubov Andreyevna Shutova;F;33;177;141,0958477;Russia;Fencing;Fencing Women's epee, Team;Bronze
Si Yajie;F;17;164;125,6634893;China;Diving;Diving Women's Platform;Silver
Olivier Floris Johannes Siegelaar;M;29;197;220,462262;Netherlands;Rowing;Rowing Men's Coxed Eights;Bronze
Erlon de Souza Silva;M;25;175;171,9605644;Brazil;Canoeing;Canoeing Men's Canadian Doubles, 1,000 metres;Silver
Rafaela Lopes Silva;F;24;169;125,6634893;Brazil;Judo;Judo Women's Lightweight;Gold
Anastasiya Dmitriyevna Simanovich;F;21;174;152,1189608;Russia;Water Polo;Water Polo Women's Water Polo;Bronze
Georgia Simmerling;F;27;172;147,7097155;Canada;Cycling;Cycling Women's Team Pursuit;Bronze
Kerry Simmonds;F;27;183;180,7790548;United States;Rowing;Rowing Women's Coxed Eights;Gold
Marko Simonovi;M;30;203;211,6437715;Serbia;Basketball;Basketball Men's Basketball;Silver
Seth Muenfuh Sincere;M;18;170;169,7559417;Nigeria;Football;Football Men's Football;Bronze
Christine Margaret Sinclair;F;33;176;165,3466965;Canada;Football;Football Women's Football;Bronze
"Pusarla Venkata ""P. V."" Sindhu";F;21;179;143,3004703;India;Badminton;Badminton Women's Singles;Silver
Nataliya Siniin;F;31;160;127,868112;Azerbaijan;Wrestling;Wrestling Women's Featherweight, Freestyle;Bronze
Martin Sinkovi;M;26;188;209,4391489;Croatia;Rowing;Rowing Men's Double Sculls;Gold
Valent Sinkovi;M;28;187;205,0299037;Croatia;Rowing;Rowing Men's Double Sculls;Gold
Maicon de Andrade Siqueira;M;23;190;198,4160358;Brazil;Taekwondo;Taekwondo Men's Heavyweight;Bronze
Pimsiri Sirikaew;F;26;152;127,868112;Thailand;Weightlifting;Weightlifting Women's Lightweight;Silver
Sarah Frederica Sjstrm;F;22;182;167,5513191;Sweden;Swimming;Swimming Women's 100 metres Freestyle;Bronze
Sarah Frederica Sjstrm;F;22;182;167,5513191;Sweden;Swimming;Swimming Women's 200 metres Freestyle;Silver
Sarah Frederica Sjstrm;F;22;182;167,5513191;Sweden;Swimming;Swimming Women's 100 metres Butterfly;Gold
Ladislav kantr;M;33;189;176,3698096;Slovakia;Canoeing;Canoeing Men's Canadian Doubles, Slalom;Gold
Peter kantr;M;34;182;171,9605644;Slovakia;Canoeing;Canoeing Men's Canadian Doubles, Slalom;Gold
"Nicholas David ""Nick"" Skelton";M;58;175;167,5513191;Great Britain;Equestrianism;Equestrianism Mixed Jumping, Individual;Gold
Callum Skinner;M;23;187;205,0299037;Great Britain;Cycling;Cycling Men's Sprint;Silver
Callum Skinner;M;23;187;205,0299037;Great Britain;Cycling;Cycling Men's Team Sprint;Gold
Catherine Skinner;F;26;172;176,3698096;Australia;Shooting;Shooting Women's Trap;Gold
Sara Slott-Bruun Petersen;F;29;171;125,6634893;Denmark;Athletics;Athletics Women's 400 metres Hurdles;Silver
Yeldos Bakhtybayevich Smetov;M;23;167;132,2773572;Kazakhstan;Judo;Judo Men's Extra-Lightweight;Silver
Anabelle Smith;F;23;168;121,2542441;Australia;Diving;Diving Women's Synchronized Springboard;Bronze
Clark Smith;M;21;206;198,4160358;United States;Swimming;Swimming Men's 4 x 200 metres Freestyle Relay;Gold
David Michael Smith;M;31;201;189,5975453;United States;Volleyball;Volleyball Men's Volleyball;Bronze
"Albertus Stephanus ""Kwagga"" Smith";M;23;180;198,4160358;South Africa;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Bronze
Leah Smith;F;21;178;147,7097155;United States;Swimming;Swimming Women's 400 metres Freestyle;Bronze
Leah Smith;F;21;178;147,7097155;United States;Swimming;Swimming Women's 4 x 200 metres Freestyle Relay;Gold
Louis Antoine Smith;M;27;184;167,5513191;Great Britain;Gymnastics;Gymnastics Men's Pommelled Horse;Silver
Olivia Smoliga;F;21;188;158,7328286;United States;Swimming;Swimming Women's 4 x 100 metres Medley Relay;Gold
Katelin Snyder (-Guregian);F;28;163;110,231131;United States;Rowing;Rowing Women's Coxed Eights;Gold
Kyle Frederick Snyder;M;20;180;224,8715072;United States;Wrestling;Wrestling Men's Heavyweight, Freestyle;Gold
"Philippus Albertus Borman ""Philip"" Snyman";M;29;188;209,4391489;South Africa;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Bronze
Rishod Rashidovich Sobirov;M;29;168;145,5050929;Uzbekistan;Judo;Judo Men's Half-Lightweight;Bronze
Yevgeniya Viktorovna Soboleva-Khokhriakova;F;27;180;165,3466965;Russia;Water Polo;Water Polo Women's Water Polo;Bronze
Jack Sock;M;23;191;185,1883001;United States-2;Tennis;Tennis Mixed Doubles;Gold
Jack Sock;M;23;191;185,1883001;United States-2;Tennis;Tennis Men's Doubles;Bronze
Sanna Charlotte Solberg;F;26;178;154,3235834;Norway;Handball;Handball Women's Handball;Bronze
Franck Robert Bernard Solforosi;M;31;184;154,3235834;France;Rowing;Rowing Men's Lightweight Coxless Fours;Bronze
Petrissa Solja;F;22;168;147,7097155;Germany;Table Tennis;Table Tennis Women's Team;Silver
Joyce Sombroek;F;25;179;141,0958477;Netherlands;Hockey;Hockey Women's Hockey;Silver
Pter Somfai;M;36;188;187,3929227;Hungary;Fencing;Fencing Men's epee, Team;Bronze
Cdric Sorhaindo;M;32;192;242,5084882;France;Handball;Handball Men's Handball;Silver
Lorenzo Sotomayor Collazo;M;31;185;141,0958477;Azerbaijan;Boxing;Boxing Men's Light-Welterweight;Silver
Daniele Pasquale Sottile;M;36;186;160,9374513;Italy;Volleyball;Volleyball Men's Volleyball;Silver
Douglas Correia de Souza;M;20;199;165,3466965;Brazil;Volleyball;Volleyball Men's Volleyball;Gold
Maurcio Luiz de Souza;M;27;209;205,0299037;Brazil;Volleyball;Volleyball Men's Volleyball;Gold
Kasper Sndergaard Sarup;M;35;195;209,4391489;Denmark;Handball;Handball Men's Handball;Gold
Ivana panovi;F;26;176;143,3004703;Serbia;Athletics;Athletics Women's Long Jump;Bronze
Roscko Shane Specman;M;27;174;178,5744322;South Africa;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Bronze
Ashley Spencer;F;23;178;130,0727346;United States;Athletics;Athletics Women's 400 metres Hurdles;Bronze
Darya Sergeyevna Spiridonova;F;18;156;99,2080179;Russia;Gymnastics;Gymnastics Women's Team All-Around;Silver
Nicola Spirig Hug;F;34;166;119,0496215;Switzerland;Triathlon;Triathlon Women's Olympic Distance;Silver
Barbora potkov;F;35;182;176,3698096;Czech Republic;Athletics;Athletics Women's Javelin Throw;Bronze
Maria Springwald;F;25;174;152,1189608;Poland;Rowing;Rowing Women's Quadruple Sculls;Bronze
Annika Sprink;F;20;173;134,4819798;Germany;Hockey;Hockey Women's Hockey;Bronze
Sukanya Srisurat;F;21;155;127,868112;Thailand;Weightlifting;Weightlifting Women's Lightweight;Gold
rif rifov;M;27;180;213,8483941;Azerbaijan;Wrestling;Wrestling Men's Light-Heavyweight, Freestyle;Bronze
Sabah riti;M;27;192;286,6009406;Azerbaijan;Wrestling;Wrestling Men's Super-Heavyweight, Greco-Roman;Bronze
Mariya Stadnik;F;28;157;105,8218858;Azerbaijan;Wrestling;Wrestling Women's Flyweight, Freestyle;Silver
Dragana Stankovi;F;21;195;160,9374513;Serbia;Basketball;Basketball Women's Basketball;Bronze
Heather Mary Stanning;F;31;181;158,7328286;Great Britain;Rowing;Rowing Women's Coxless Pairs;Gold
Charlotte Stapenhorst;F;21;168;149,9143382;Germany;Hockey;Hockey Women's Hockey;Bronze
Kevin Staut;M;35;182;154,3235834;France;Equestrianism;Equestrianism Mixed Jumping, Team;Gold
Ashley Steacy;F;29;158;141,0958477;Canada;Rugby Sevens;Rugby Sevens Women's Rugby Sevens;Bronze
Davor tefanek;M;30;170;145,5050929;Serbia;Wrestling;Wrestling Men's Welterweight, Greco-Roman;Gold
"Aikaterini ""Ekaterini"" Stefanidi";F;26;173;130,0727346;Greece;Athletics;Athletics Women's Pole Vault;Gold
"Margaret Ann ""Maggie"" Steffens";F;23;173;163,1420739;United States;Water Polo;Water Polo Women's Water Polo;Gold
Bastian Steger;M;35;170;143,3004703;Germany;Table Tennis;Table Tennis Men's Team;Bronze
Giulia Steingruber;F;22;160;123,4588667;Switzerland;Gymnastics;Gymnastics Women's Horse Vault;Bronze
Henrik Olof Stenson;M;40;188;189,5975453;Sweden;Golf;Golf Men's Individual;Silver
Radek tpnek;M;37;186;174,165187;Czech Republic;Tennis;Tennis Mixed Doubles;Bronze
Inna Yakovlevna Stepanova;F;26;176;138,8912251;Russia;Archery;Archery Women's Team;Silver
Jan trba;M;35;183;187,3929227;Czech Republic;Canoeing;Canoeing Men's Kayak Fours, 1,000 metres;Bronze
Jovana Stevanovi;F;24;192;158,7328286;Serbia;Volleyball;Volleyball Women's Volleyball;Silver
Travis Stevens;M;30;181;176,3698096;United States;Judo;Judo Men's Half-Middleweight;Silver
Shakur Stevenson;M;19;173;123,4588667;United States;Boxing;Boxing Men's Bantamweight;Silver
Breanna Mackenzie Stewart;F;21;193;174,165187;United States;Basketball;Basketball Women's Basketball;Gold
Vladimir timac;M;28;211;246,9177334;Serbia;Basketball;Basketball Men's Basketball;Silver
Toni Stipanovi;M;30;178;178,5744322;Croatia;Sailing;Sailing Men's One Person Dinghy;Silver
Emmanuel Stockbroekx;M;22;189;194,0067906;Belgium;Hockey;Hockey Men's Hockey;Silver
"Genevra ""Gevvie"" Stone";F;31;183;156,528206;United States;Rowing;Rowing Women's Single Sculls;Silver
Are Weierholt Strandli;M;27;181;152,1189608;Norway;Rowing;Rowing Men's Lightweight Double Sculls;Bronze
Jrmy Stravius;M;28;190;189,5975453;France;Swimming;Swimming Men's 4 x 100 metres Freestyle Relay;Silver
Vadim Nikolayevich Streltsov;M;30;170;207,2345263;Belarus;Weightlifting;Weightlifting Men's Middle-Heavyweight;Silver
Ivan Alekseyevich Stretovich;M;19;170;130,0727346;Russia;Gymnastics;Gymnastics Men's Team All-Around;Silver
Martin Strobel;M;30;189;198,4160358;Germany;Handball;Handball Men's Handball;Bronze
Ioana Strungaru (Crciun-);F;27;180;169,7559417;Romania;Rowing;Rowing Women's Coxed Eights;Bronze
Barbora Strcov (-Zhlavov);F;30;164;132,2773572;Czech Republic-1;Tennis;Tennis Women's Doubles;Bronze
Marina Vladimirovna Sudakova (Yartseva-);F;27;165;145,5050929;Russia;Handball;Handball Women's Handball;Gold
Sandro Sukno;M;26;200;205,0299037;Croatia;Water Polo;Water Polo Men's Water Polo;Silver
Niklas Sle;M;20;195;209,4391489;Germany;Football;Football Men's Football;Silver
Jemima Jelagat Sumgong;F;31;160;99,2080179;Kenya;Athletics;Athletics Women's Marathon;Gold
Sun Wenyan;F;26;170;127,868112;China;Synchronized Swimming;Synchronized Swimming Women's Duet;Silver
Sun Wenyan;F;26;170;127,868112;China;Synchronized Swimming;Synchronized Swimming Women's Team;Silver
Sun Yanan;F;23;161;112,4357536;China;Wrestling;Wrestling Women's Flyweight, Freestyle;Bronze
Sun Yang;M;24;198;196,2114132;China;Swimming;Swimming Men's 200 metres Freestyle;Gold
Sun Yang;M;24;198;196,2114132;China;Swimming;Swimming Men's 400 metres Freestyle;Silver
Sun Yiwen;F;24;177;138,8912251;China;Fencing;Fencing Women's epee, Individual;Bronze
Sun Yiwen;F;24;177;138,8912251;China;Fencing;Fencing Women's epee, Team;Silver
Sun Yujie;F;23;185;171,9605644;China;Fencing;Fencing Women's epee, Team;Silver
Lasse Jemon Svan Hansen;M;32;185;187,3929227;Denmark;Handball;Handball Men's Handball;Gold
Erik Marcus Svensson;M;26;176;149,9143382;Sweden;Shooting;Shooting Men's Skeet;Silver
Polly Ann M. Swann;F;28;185;167,5513191;Great Britain;Rowing;Rowing Women's Coxed Eights;Silver
Ondej Synek;M;33;199;231,4853751;Czech Republic;Rowing;Rowing Men's Single Sculls;Bronze
Elmira Anuarbekovna Syzdykova;F;24;172;152,1189608;Kazakhstan;Wrestling;Wrestling Women's Light-Heavyweight, Freestyle;Bronze
Gabriella Timea Szab;F;29;170;136,6866024;Hungary;Canoeing;Canoeing Women's Kayak Doubles, 500 metres;Gold
Gabriella Timea Szab;F;29;170;136,6866024;Hungary;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Gold
Emese Judit Szsz;F;33;176;156,528206;Hungary;Fencing;Fencing Women's epee, Individual;Gold
ron Szilgyi;M;26;180;171,9605644;Hungary;Fencing;Fencing Men's Sabre, Individual;Gold
Chiara Tabani;F;21;176;158,7328286;Italy;Water Polo;Water Polo Women's Water Polo;Silver
Haruka Tachimoto;F;26;168;154,3235834;Japan;Judo;Judo Women's Middleweight;Gold
Kaspar Taimsoo;M;29;194;209,4391489;Estonia;Rowing;Rowing Men's Quadruple Sculls;Bronze
Ayaka Takahashi;F;26;165;132,2773572;Japan;Badminton;Badminton Women's Doubles;Gold
Naohisa Takato;M;23;160;132,2773572;Japan;Judo;Judo Men's Extra-Lightweight;Bronze
Lasha Talakhadze;M;22;197;352,7396192;Georgia;Weightlifting;Weightlifting Men's Super-Heavyweight;Gold
Kitione Taliga;M;23;186;191,8021679;Fiji;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Gold
Jared Tallent;M;31;178;127,868112;Australia;Athletics;Athletics Men's 50 kilometres Walk;Silver
Lachlan Tame;M;27;176;176,3698096;Australia;Canoeing;Canoeing Men's Kayak Doubles, 1,000 metres;Bronze
Tan Jiaxin;F;19;148;79,36641432;China;Gymnastics;Gymnastics Women's Team All-Around;Bronze
Tan Wee Kiong;M;27;177;169,7559417;Malaysia;Badminton;Badminton Men's Doubles;Silver
Tan Ya-Ting;F;22;158;116,8449989;Chinese Taipei;Archery;Archery Women's Team;Bronze
Yusuke Tanaka;M;26;166;127,868112;Japan;Gymnastics;Gymnastics Men's Team All-Around;Gold
Sopita Tanasan;F;21;154;105,8218858;Thailand;Weightlifting;Weightlifting Women's Flyweight;Gold
Melissa Palma Julie Tancredi;F;34;177;160,9374513;Canada;Football;Football Women's Football;Bronze
Tang Mengni;F;22;169;130,0727346;China;Synchronized Swimming;Synchronized Swimming Women's Team;Silver
Paul Kipngetich Tanui;M;25;168;103,6172631;Kenya;Athletics;Athletics Men's 10,000 metres;Silver
Juraj Tarr;M;37;190;194,0067906;Slovakia;Canoeing;Canoeing Men's Kayak Fours, 1,000 metres;Silver
Elmurat Zulypkarovich Tasmuradov;M;24;160;130,0727346;Uzbekistan;Wrestling;Wrestling Men's Featherweight, Greco-Roman;Bronze
Nur Tatar;F;23;173;147,7097155;Turkey;Taekwondo;Taekwondo Women's Welterweight;Bronze
Anastasiya Alekseyevna Tatareva;F;19;165;97,00339528;Russia;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Group;Gold
Diana Lurena Taurasi;F;34;183;154,3235834;United States;Basketball;Basketball Women's Basketball;Gold
Christian Taylor;M;26;188;178,5744322;United States;Athletics;Athletics Men's Triple Jump;Gold
Audrey Tcheumo;F;26;177;171,9605644;France;Judo;Judo Women's Half-Heavyweight;Silver
Terina Lily Te Tamaki;F;19;165;147,7097155;New Zealand;Rugby Sevens;Rugby Sevens Women's Rugby Sevens;Silver
Laura Teani;F;25;175;165,3466965;Italy;Water Polo;Water Polo Women's Water Polo;Silver
Horia Tecu;M;31;192;198,4160358;Romania;Tennis;Tennis Men's Doubles;Silver
Stefano Tempesti;M;37;205;220,462262;Italy;Water Polo;Water Polo Men's Water Polo;Bronze
Milo Teodosi;M;29;195;198,4160358;Serbia;Basketball;Basketball Men's Basketball;Silver
Jana Teschke;F;25;168;123,4588667;Germany;Hockey;Hockey Women's Hockey;Bronze
Brianne Theisen-Eaton;F;27;175;141,0958477;Canada;Athletics;Athletics Women's Heptathlon;Bronze
Thiago Maia Alencar;M;19;178;141,0958477;Brazil;Football;Football Men's Football;Gold
"Nafissatou ""Nafi"" Thiam";F;21;184;152,1189608;Belgium;Athletics;Athletics Women's Heptathlon;Gold
Annekatrin Thiele;F;31;173;149,9143382;Germany;Rowing;Rowing Women's Quadruple Sculls;Gold
Courtney Lynn Thompson;F;31;170;145,5050929;United States;Volleyball;Volleyball Women's Volleyball;Bronze
Elaine Thompson;F;24;167;125,6634893;Jamaica;Athletics;Athletics Women's 100 metres;Gold
Elaine Thompson;F;24;167;125,6634893;Jamaica;Athletics;Athletics Women's 200 metres;Gold
Elaine Thompson;F;24;167;125,6634893;Jamaica;Athletics;Athletics Women's 4 x 100 metres Relay;Silver
Klay Alexander Thompson;M;26;200;213,8483941;United States;Basketball;Basketball Men's Basketball;Gold
Victoria Thornley;F;28;193;167,5513191;Great Britain;Rowing;Rowing Women's Double Sculls;Silver
"Virginia ""Ginny"" Thrasher";F;19;155;121,2542441;United States;Shooting;Shooting Women's Air Rifle, 10 metres;Gold
Tian Tao;M;22;172;187,3929227;China;Weightlifting;Weightlifting Men's Light-Heavyweight;Silver
Ivan Grigoryevich Tikhon;M;40;186;242,5084882;Belarus;Athletics;Athletics Men's Hammer Throw;Silver
Pieter Timmers;M;28;200;196,2114132;Belgium;Swimming;Swimming Men's 100 metres Freestyle;Silver
Anna Viktorovna Timofeyeva;F;29;178;189,5975453;Russia;Water Polo;Water Polo Women's Water Polo;Bronze
Amy Tinkler;F;16;152;103,6172631;Great Britain;Gymnastics;Gymnastics Women's Floor Exercise;Bronze
Stuart Brian Tinney;M;51;180;156,528206;Australia;Equestrianism;Equestrianism Mixed Three-Day Event, Team;Bronze
Yevgeny Andreyevich Tishchenko;M;25;196;200,6206584;Russia;Boxing;Boxing Men's Heavyweight;Gold
Margarita Grigoryevna Tishkevich-Makhneva;F;24;181;147,7097155;Belarus;Canoeing;Canoeing Women's Kayak Fours, 500 metres;Bronze
Hristiana Todorova;F;21;173;114,6403762;Bulgaria;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Group;Bronze
Tamirat Tola Abera;M;24;181;130,0727346;Ethiopia;Athletics;Athletics Men's 10,000 metres;Bronze
Jeremy Toljan;M;21;182;158,7328286;Germany;Football;Football Men's Football;Silver
Mariya Yuryevna Tolkachova;F;18;176;116,8449989;Russia;Rhythmic Gymnastics;Rhythmic Gymnastics Women's Group;Gold
Sergiu Toma;M;29;180;178,5744322;United Arab Emirates;Judo;Judo Men's Half-Middleweight;Bronze
Marko Tomievi;M;26;174;176,3698096;Serbia;Canoeing;Canoeing Men's Kayak Doubles, 1,000 metres;Silver
Emma Kate Tonegato;F;21;165;138,8912251;Australia;Rugby Sevens;Rugby Sevens Women's Rugby Sevens;Gold
Jean-Paul Tony Helissey;M;26;177;169,7559417;France;Fencing;Fencing Men's Foil, Team;Silver
Gelena Dmitriyevna Topilina;F;22;175;123,4588667;Russia;Synchronized Swimming;Synchronized Swimming Women's Team;Gold
Cristian Isaac Toro Carballo;M;24;188;198,4160358;Spain;Canoeing;Canoeing Men's Kayak Doubles, 200 metres;Gold
Alba Torrens Salom;F;26;195;176,3698096;Spain;Basketball;Basketball Women's Basketball;Silver
Eri Tosaka;F;22;152;105,8218858;Japan;Wrestling;Wrestling Women's Flyweight, Freestyle;Gold
Matej Tth;M;33;185;160,9374513;Slovakia;Athletics;Athletics Men's 50 kilometres Walk;Gold
Susannah Townsend;F;27;168;134,4819798;Great Britain;Hockey;Hockey Women's Hockey;Gold
Lucas Tramr;M;26;183;165,3466965;Switzerland;Rowing;Rowing Men's Lightweight Coxless Fours;Gold
Luk Trefil;M;27;187;198,4160358;Czech Republic;Canoeing;Canoeing Men's Kayak Fours, 1,000 metres;Bronze
"Andrew ""Andy"" Triggs Hodge";M;37;192;213,8483941;Great Britain;Rowing;Rowing Men's Coxed Eights;Gold
Moritz Trompertz;M;20;180;167,5513191;Germany;Hockey;Hockey Men's Hockey;Bronze
William Troost-Ekong;M;22;175;163,1420739;Nigeria;Football;Football Men's Football;Bronze
Laura Rebecca Trott (-Kenny);F;24;164;123,4588667;Great Britain;Cycling;Cycling Women's Team Pursuit;Gold
Laura Rebecca Trott (-Kenny);F;24;164;123,4588667;Great Britain;Cycling;Cycling Women's Omnium;Gold
Murphy Edward Troy;M;27;203;235,8946203;United States;Volleyball;Volleyball Men's Volleyball;Bronze
Tina Trstenjak;F;25;162;143,3004703;Slovenia;Judo;Judo Women's Half-Middleweight;Gold
Jrme Truyens;M;28;178;154,3235834;Belgium;Hockey;Hockey Men's Hockey;Silver
Olaf Karl Tufte;M;40;193;207,2345263;Norway;Rowing;Rowing Men's Double Sculls;Bronze
Ruby Tui;F;24;177;156,528206;New Zealand;Rugby Sevens;Rugby Sevens Women's Rugby Sevens;Silver
Josua Tuisova Ratulevu;M;22;180;238,099243;Fiji;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Gold
Blair Tuke;M;27;181;171,9605644;New Zealand;Sailing;Sailing Men's Skiff;Gold
Rustam Tulaganov;M;24;186;200,6206584;Uzbekistan;Boxing;Boxing Men's Heavyweight;Bronze
Boniface Mucheru Tumuti;M;24;175;158,7328286;Kenya;Athletics;Athletics Men's 400 metres Hurdles;Silver
Irak'li Turmanidze;M;31;182;286,6009406;Georgia;Weightlifting;Weightlifting Men's Super-Heavyweight;Bronze
Amy Turner;F;32;168;141,0958477;Australia;Rugby Sevens;Rugby Sevens Women's Rugby Sevens;Gold
Seda Gurgenovna Tutkhalyan;F;17;146;94,79877266;Russia;Gymnastics;Gymnastics Women's Team All-Around;Silver
"Seremaia ""Jerry"" Tuwai Vunisa";M;27;174;178,5744322;Fiji;Rugby Sevens;Rugby Sevens Men's Rugby Sevens;Gold
"Georgina Sophie ""Georgie"" Twigg";F;25;170;136,6866024;Great Britain;Hockey;Hockey Women's Hockey;Gold
Ryan Tyack;M;25;186;224,8715072;Australia;Archery;Archery Men's Team;Bronze
Pavlo Yuriyovych Tymoshchenko;M;29;192;171,9605644;Ukraine;Modern Pentathlon;Modern Pentathlon Men's Individual;Silver
